"seqnames","start","end","width","strand","chr","CpG_count","mean_group1","mean_group2","logFC","logCPM","PValue","FDR","fold_change","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","contrast","direction"
"chr1",1224001,1224500,500,"*","1",23,9.5,0,5.98969013172159,0.601086710815131,0.000188830408388958,0.021147964416598,63.5442699291128,"Intron (ENST00000360001.12/51150, intron 2 of 6)",1,1216932,1221351,4420,2,"51150","ENST00000494748.1",-2650,"ENSG00000078808","SDF4","stromal cell derived factor 4","TES_vs_GFP","Hypermethylated"
"chr1",1226001,1226500,500,"*","1",15,11.5,0,6.23192912832498,0.795682123715321,4.02566428067273e-05,0.0130507276524771,75.1618737773838,"Intron (ENST00000360001.12/51150, intron 2 of 6)",1,1218523,1228596,10074,2,"51150","ENST00000403997.2",2096,"ENSG00000078808","SDF4","stromal cell derived factor 4","TES_vs_GFP","Hypermethylated"
"chr1",1229001,1229500,500,"*","1",23,13,0,6.40663302586395,0.927882739105638,1.1118584924623e-05,0.00674353514489981,84.8376660042397,"Promoter (<=1kb)",1,1218523,1228596,10074,2,"51150","ENST00000403997.2",-405,"ENSG00000078808","SDF4","stromal cell derived factor 4","TES_vs_GFP","Hypermethylated"
"chr1",1251501,1252000,500,"*","1",15,10.5,0.5,3.45473701935545,0.74952124264966,0.000731154549347838,0.0368089479892141,10.9642636446295,"Distal Intergenic",1,1255264,1256335,1072,2,"118424","ENST00000467339.1",4335,"ENSG00000160087","UBE2J2","ubiquitin conjugating enzyme E2 J2","TES_vs_GFP","Hypermethylated"
"chr1",1258001,1258500,500,"*","1",15,8.5,0,5.80260209388105,0.488917578437063,0.000122434812863589,0.0161166266587933,55.8158166250911,"Promoter (1-2kb)",1,1255264,1256335,1072,2,"118424","ENST00000467339.1",-1666,"ENSG00000160087","UBE2J2","ubiquitin conjugating enzyme E2 J2","TES_vs_GFP","Hypermethylated"
"chr1",1259001,1259500,500,"*","1",29,12,0.5,3.6444040156897,0.884567268168671,0.000232146535507412,0.0217239916706777,12.5047474511586,"Intron (ENST00000450390.6/118424, intron 4 of 7)",1,1255264,1256335,1072,2,"118424","ENST00000467339.1",-2666,"ENSG00000160087","UBE2J2","ubiquitin conjugating enzyme E2 J2","TES_vs_GFP","Hypermethylated"
"chr1",1260001,1260500,500,"*","1",22,10.5,0,6.10247120267899,0.699021971101748,0.000145533241917837,0.0177288155785391,68.7110965888961,"Intron (ENST00000450390.6/118424, intron 4 of 7)",1,1257122,1263569,6448,2,"118424","ENST00000471154.1",3069,"ENSG00000160087","UBE2J2","ubiquitin conjugating enzyme E2 J2","TES_vs_GFP","Hypermethylated"
"chr1",1261501,1262000,500,"*","1",13,9,0,5.88359974518812,0.543960464175622,6.12454862800645e-05,0.0135727932641176,59.0391377051426,"Intron (ENST00000450390.6/118424, intron 4 of 7)",1,1257122,1263569,6448,2,"118424","ENST00000471154.1",1569,"ENSG00000160087","UBE2J2","ubiquitin conjugating enzyme E2 J2","TES_vs_GFP","Hypermethylated"
"chr1",1262001,1262500,500,"*","1",20,16,0.5,4.05520462324051,1.19539562010141,3.06008959406642e-06,0.00332277228902671,16.6241033490019,"3' UTR",1,1257122,1263569,6448,2,"118424","ENST00000471154.1",1069,"ENSG00000160087","UBE2J2","ubiquitin conjugating enzyme E2 J2","TES_vs_GFP","Hypermethylated"
"chr1",1264501,1265000,500,"*","1",11,6.5,0,5.42348725001239,0.238625089947341,0.000978324053118296,0.0375689514448215,42.9172951975757,"Promoter (<=1kb)",1,1257122,1263569,6448,2,"118424","ENST00000471154.1",-932,"ENSG00000160087","UBE2J2","ubiquitin conjugating enzyme E2 J2","TES_vs_GFP","Hypermethylated"
"chr1",1265001,1265500,500,"*","1",13,10,0,6.02444022106032,0.647821287311478,6.0517699078967e-05,0.0135727932641176,65.0934385413842,"Promoter (1-2kb)",1,1257122,1263569,6448,2,"118424","ENST00000471154.1",-1432,"ENSG00000160087","UBE2J2","ubiquitin conjugating enzyme E2 J2","TES_vs_GFP","Hypermethylated"
"chr1",1265501,1266000,500,"*","1",15,8.5,0,5.80258291143102,0.488211762484959,0.000122434812863589,0.0161166266587933,55.8150744883507,"Promoter (1-2kb)",1,1257122,1263569,6448,2,"118424","ENST00000471154.1",-1932,"ENSG00000160087","UBE2J2","ubiquitin conjugating enzyme E2 J2","TES_vs_GFP","Hypermethylated"
"chr1",1282501,1283000,500,"*","1",17,8.5,0,5.80260209388105,0.488917578437063,0.000122434812863589,0.0161166266587933,55.8158166250911,"Promoter (<=1kb)",1,1282164,1285597,3434,1,"6339","ENST00000467651.2",337,"ENSG00000162572","SCNN1D","sodium channel epithelial 1 subunit delta","TES_vs_GFP","Hypermethylated"
"chr1",1329501,1330000,500,"*","1",35,12,0,6.29222985045081,0.83928763663802,2.20039311732865e-05,0.00970653262506794,78.3700140447148,"Promoter (1-2kb)",1,1331280,1335314,4035,1,"83756","ENST00000339381.6",-1280,"ENSG00000169962","TAS1R3","taste 1 receptor member 3","TES_vs_GFP","Hypermethylated"
"chr1",1341001,1341500,500,"*","1",28,15,0.5,3.97766982191809,1.12687308561639,3.18710665526586e-05,0.0126594715428871,15.7542571228136,"Promoter (<=1kb)",1,1339492,1340365,874,2,"1855","ENST00000633096.1",-636,"ENSG00000107404","DVL1","dishevelled segment polarity protein 1","TES_vs_GFP","Hypermethylated"
"chr1",1370001,1370500,500,"*","1",22,6.5,0,5.42348725001239,0.238625089947341,0.000978324053118296,0.0375689514448215,42.9172951975757,"Distal Intergenic",1,1374244,1375144,901,2,"54998","ENST00000489799.1",4644,"ENSG00000175756","AURKAIP1","aurora kinase A interacting protein 1","TES_vs_GFP","Hypermethylated"
"chr1",1373001,1373500,500,"*","1",15,14,0,6.52728870829487,1.01146259355541,1.5668527391788e-05,0.00860712573590853,92.2379604941818,"Distal Intergenic",1,1374244,1375144,901,2,"54998","ENST00000489799.1",1644,"ENSG00000175756","AURKAIP1","aurora kinase A interacting protein 1","TES_vs_GFP","Hypermethylated"
"chr1",1373501,1374000,500,"*","1",21,13,0,6.40658374968042,0.92719586929203,1.10360216332566e-05,0.00674353514489981,84.834768368295,"3' UTR",1,1374244,1375144,901,2,"54998","ENST00000489799.1",1144,"ENSG00000175756","AURKAIP1","aurora kinase A interacting protein 1","TES_vs_GFP","Hypermethylated"
"chr1",1379001,1379500,500,"*","1",17,12,0.5,3.64474852486037,0.885262585511935,0.00012173155880853,0.0161166266587933,12.5077338858923,"Exon (ENST00000435351.2/ENST00000435351.2, exon 1 of 1)",1,1373736,1375207,1472,2,"54998","ENST00000338338.10",-3794,"ENSG00000175756","AURKAIP1","aurora kinase A interacting protein 1","TES_vs_GFP","Hypermethylated"
"chr1",1396501,1397000,500,"*","1",22,7,0,5.52799070756349,0.30489222672951,0.000978324053118296,0.0375689514448215,46.1414266876333,"Intron (ENST00000400809.8/81669, intron 3 of 10)",1,1393080,1398287,5208,2,"81669","ENST00000473872.5",1287,"ENSG00000221978","CCNL2","cyclin L2","TES_vs_GFP","Hypermethylated"
"chr1",1411001,1411500,500,"*","1",13,11.5,0.5,3.58205032567968,0.840295365209067,0.000276390578594798,0.0221995249485186,11.9758016401773,"Distal Intergenic",1,1409096,1410618,1523,1,"116435301","ENST00000607307.1",1905,NA,"MRPL20-DT","MRPL20 divergent transcript","TES_vs_GFP","Hypermethylated"
"chr1",1411501,1412000,500,"*","1",14,7.5,0,5.6254126256071,0.367470222881352,0.000489338337760718,0.0281127206952951,49.3648632523501,"Distal Intergenic",1,1409096,1410618,1523,1,"116435301","ENST00000607307.1",2405,NA,"MRPL20-DT","MRPL20 divergent transcript","TES_vs_GFP","Hypermethylated"
"chr1",1473001,1473500,500,"*","1",25,8.5,0,5.80258291143102,0.488211762484959,0.000122434812863589,0.0161166266587933,55.8150744883507,"Intron (ENST00000673477.1/83858, intron 1 of 15)",1,1471784,1496201,24418,1,"83858","ENST00000308647.8",1217,"ENSG00000160072","ATAD3B","ATPase family AAA domain containing 3B","TES_vs_GFP","Hypermethylated"
"chr1",1474001,1474500,500,"*","1",28,7,0,5.52049554260236,0.303468778533055,0.00137552514236765,0.0470578560588441,45.9023319436521,"Intron (ENST00000673477.1/83858, intron 1 of 15)",1,1471784,1496201,24418,1,"83858","ENST00000308647.8",2217,"ENSG00000160072","ATAD3B","ATPase family AAA domain containing 3B","TES_vs_GFP","Hypermethylated"
"chr1",1477501,1478000,500,"*","1",24,9,0,5.8562267694219,0.541149310941737,0.000504911318501249,0.0285562034538437,57.9295185362666,"Promoter (<=1kb)",1,1478026,1497848,19823,1,"83858","ENST00000472194.6",-26,"ENSG00000160072","ATAD3B","ATPase family AAA domain containing 3B","TES_vs_GFP","Hypermethylated"
"chr1",1484001,1484500,500,"*","1",26,12.5,1,2.8228532052034,0.970221034545689,0.000490499132599675,0.0281127206952951,7.07560350054167,"Promoter (<=1kb)",1,1484569,1496201,11633,1,"83858","ENST00000474481.1",-69,"ENSG00000160072","ATAD3B","ATPase family AAA domain containing 3B","TES_vs_GFP","Hypermethylated"
"chr1",1492501,1493000,500,"*","1",13,8.5,0,5.8025445472944,0.486801023383637,0.000122434812863589,0.0161166266587933,55.8135902740074,"Intron (ENST00000673477.1/83858, intron 15 of 15)",1,1484569,1496201,11633,1,"83858","ENST00000474481.1",7932,"ENSG00000160072","ATAD3B","ATPase family AAA domain containing 3B","TES_vs_GFP","Hypermethylated"
"chr1",1499001,1499500,500,"*","1",21,11,0,6.1628036533569,0.746418849508173,0.000128556658657367,0.0166834751014474,71.6454734675683,"Distal Intergenic",1,1503250,1509452,6203,1,"83858","ENST00000641974.1",-3750,"ENSG00000160072","ATAD3B","ATPase family AAA domain containing 3B","TES_vs_GFP","Hypermethylated"
"chr1",1503501,1504000,500,"*","1",16,6.5,0,5.42350643738492,0.239339635581939,0.000978324053118296,0.0375689514448215,42.9178659873708,"Promoter (<=1kb)",1,1503582,1509351,5770,1,"83858","ENST00000641679.1",0,"ENSG00000160072","ATAD3B","ATPase family AAA domain containing 3B","TES_vs_GFP","Hypermethylated"
"chr1",1504001,1504500,500,"*","1",15,6.5,0,5.42350643738492,0.239339635581939,0.000978324053118296,0.0375689514448215,42.9178659873708,"Promoter (<=1kb)",1,1503582,1509351,5770,1,"83858","ENST00000641679.1",419,"ENSG00000160072","ATAD3B","ATPase family AAA domain containing 3B","TES_vs_GFP","Hypermethylated"
"chr1",1521501,1522000,500,"*","1",19,6.5,0,5.4234680628946,0.23791085666537,0.000978324053118296,0.0375689514448215,42.9167244229497,"Promoter (1-2kb)",1,1523955,1534142,10188,1,"55210","ENST00000400830.4",-1955,"ENSG00000197785","ATAD3A","ATPase family AAA domain containing 3A","TES_vs_GFP","Hypermethylated"
"chr1",1538501,1539000,500,"*","1",20,12.5,0,6.35062486455208,0.883561222137565,2.12292618637436e-05,0.00958240475830527,81.6072184666086,"Intron (ENST00000378733.9/339453, intron 2 of 3)",1,1539056,1540350,1295,2,"339453","ENST00000624426.1",1350,"ENSG00000205090","TMEM240","transmembrane protein 240","TES_vs_GFP","Hypermethylated"
"chr1",1539001,1539500,500,"*","1",23,9.5,0,5.9430853223181,0.595475563579954,0.000182517261430426,0.0207554463395178,61.5243379154945,"3' UTR",1,1539056,1540350,1295,2,"339453","ENST00000624426.1",850,"ENSG00000205090","TMEM240","transmembrane protein 240","TES_vs_GFP","Hypermethylated"
"chr1",1547501,1548000,500,"*","1",25,9.5,0,5.95540769310079,0.596175940457646,8.90046619973569e-05,0.01559412835906,62.0520811861431,"Promoter (1-2kb)",1,1541674,1546487,4814,2,"29101","ENST00000378726.1",-1014,"ENSG00000160075","SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase","TES_vs_GFP","Hypermethylated"
"chr1",1558001,1558500,500,"*","1",11,11.5,1,2.70390069244733,0.886276087598929,0.000885095298211755,0.0375689514448215,6.51561198860192,"Intron (ENST00000291386.4/29101, intron 2 of 4)",1,1541674,1546487,4814,2,"29101","ENST00000378726.1",-11514,"ENSG00000160075","SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase","TES_vs_GFP","Hypermethylated"
"chr1",1561001,1561500,500,"*","1",22,7,0,5.52799070756349,0.30489222672951,0.000978324053118296,0.0375689514448215,46.1414266876333,"3' UTR",1,1560848,1574584,13737,2,"29101","ENST00000359060.5",13084,"ENSG00000160075","SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase","TES_vs_GFP","Hypermethylated"
"chr1",1561501,1562000,500,"*","1",18,9.5,0,5.9602877710897,0.596876607381275,0.000520360895638993,0.0290951018046358,62.2623347217573,"3' UTR",1,1560848,1574584,13737,2,"29101","ENST00000359060.5",12584,"ENSG00000160075","SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase","TES_vs_GFP","Hypermethylated"
"chr1",1562501,1563000,500,"*","1",17,11.5,0.5,3.56499501413316,0.838920949858945,0.00127798894350179,0.0468148723918073,11.835059172671,"3' UTR",1,1560848,1574584,13737,2,"29101","ENST00000359060.5",11584,"ENSG00000160075","SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase","TES_vs_GFP","Hypermethylated"
"chr1",1564501,1565000,500,"*","1",21,15,1,3.08295273366912,1.16089183538856,0.000181133817576185,0.0207554463395178,8.47346906068997,"3' UTR",1,1560848,1574584,13737,2,"29101","ENST00000359060.5",9584,"ENSG00000160075","SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase","TES_vs_GFP","Hypermethylated"
"chr1",1566501,1567000,500,"*","1",18,11.5,0.5,3.58205026875791,0.840295365209067,0.000276392306519906,0.0221995249485186,11.97580116767,"Intron (ENST00000291386.4/29101, intron 1 of 4)",1,1560848,1574584,13737,2,"29101","ENST00000359060.5",7584,"ENSG00000160075","SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase","TES_vs_GFP","Hypermethylated"
"chr1",1571001,1571500,500,"*","1",20,6.5,0,5.4234680628946,0.23791085666537,0.000978324053118296,0.0375689514448215,42.9167244229497,"Intron (ENST00000291386.4/29101, intron 1 of 4)",1,1560848,1574584,13737,2,"29101","ENST00000359060.5",3084,"ENSG00000160075","SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase","TES_vs_GFP","Hypermethylated"
"chr1",1578001,1578500,500,"*","1",13,6.5,0,5.42348725001239,0.238625089947341,0.000978324053118296,0.0375689514448215,42.9172951975757,"Distal Intergenic",1,1541673,1574863,33191,2,"29101","ENST00000291386.4",-3138,"ENSG00000160075","SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase","TES_vs_GFP","Hypermethylated"
"chr1",1587001,1587500,500,"*","1",24,6.5,0,5.42348725001239,0.238625089947341,0.000978324053118296,0.0375689514448215,42.9172951975757,"Distal Intergenic",1,1541673,1574863,33191,2,"29101","ENST00000291386.4",-12138,"ENSG00000160075","SSU72","SSU72 homolog, RNA polymerase II CTD phosphatase","TES_vs_GFP","Hypermethylated"
"chr1",1671501,1672000,500,"*","1",20,6.5,0,5.4234680628946,0.23791085666537,0.000978324053118296,0.0375689514448215,42.9167244229497,"Promoter (1-2kb)",1,1663782,1670139,6358,2,"728661","ENST00000480991.1",-1362,"ENSG00000189339","SLC35E2B","solute carrier family 35 member E2B","TES_vs_GFP","Hypermethylated"
"chr1",1679501,1680000,500,"*","1",19,6.5,0,5.4234680628946,0.23791085666537,0.000978324053118296,0.0375689514448215,42.9167244229497,"Intron (ENST00000614300.4/728661, intron 2 of 6)",1,1663782,1670139,6358,2,"728661","ENST00000480991.1",-9362,"ENSG00000189339","SLC35E2B","solute carrier family 35 member E2B","TES_vs_GFP","Hypermethylated"
"chr1",1680001,1680500,500,"*","1",17,7,0,5.52800989357782,0.305604413450195,0.000489338337760718,0.0281127206952951,46.1420403141692,"Intron (ENST00000614300.4/728661, intron 2 of 6)",1,1663782,1670139,6358,2,"728661","ENST00000480991.1",-9862,"ENSG00000189339","SLC35E2B","solute carrier family 35 member E2B","TES_vs_GFP","Hypermethylated"
"chr1",1684001,1684500,500,"*","1",23,13.5,0,6.46067222311876,0.969578324530463,6.03759134700998e-06,0.00483058848803727,88.0757056376569,"Intron (ENST00000614300.4/728661, intron 2 of 6)",1,1670425,1692709,22285,2,"728661","ENST00000481276.1",8209,"ENSG00000189339","SLC35E2B","solute carrier family 35 member E2B","TES_vs_GFP","Hypermethylated"
"chr1",1687001,1687500,500,"*","1",26,10,0,6.03317827064483,0.650616673576433,0.000275611652311248,0.0221995249485186,65.4888898807584,"Intron (ENST00000614300.4/728661, intron 2 of 6)",1,1670425,1692709,22285,2,"728661","ENST00000481276.1",5209,"ENSG00000189339","SLC35E2B","solute carrier family 35 member E2B","TES_vs_GFP","Hypermethylated"
"chr1",1687501,1688000,500,"*","1",12,10,0.5,3.39367311064992,0.703530814780004,0.00127162148260015,0.0468148723918073,10.5098713951743,"Intron (ENST00000614300.4/728661, intron 2 of 6)",1,1670425,1692709,22285,2,"728661","ENST00000481276.1",4709,"ENSG00000189339","SLC35E2B","solute carrier family 35 member E2B","TES_vs_GFP","Hypermethylated"
"chr1",1688001,1688500,500,"*","1",19,8,0,5.71672409452293,0.429449255101963,0.000244765370137364,0.0217239916706777,52.5902734979735,"Intron (ENST00000614300.4/728661, intron 2 of 6)",1,1670425,1692709,22285,2,"728661","ENST00000481276.1",4209,"ENSG00000189339","SLC35E2B","solute carrier family 35 member E2B","TES_vs_GFP","Hypermethylated"
"chr1",1720501,1721000,500,"*","1",10,8.5,0,5.8025445472944,0.486801023383637,0.000122434812863589,0.0161166266587933,55.8135902740074,"Intron (ENST00000404249.8/728642, intron 3 of 19)",1,1702881,1721655,18775,2,"728642","ENST00000356937.7",655,"ENSG00000008128","CDK11A","cyclin dependent kinase 11A","TES_vs_GFP","Hypermethylated"
"chr1",1752501,1753000,500,"*","1",20,10.5,0,6.10250955697633,0.700415753930078,0.000145533241917837,0.0177288155785391,68.7129233095722,"3' UTR",1,1752975,1754383,1409,2,"65220","ENST00000498806.1",1383,"ENSG00000008130","NADK","NAD kinase","TES_vs_GFP","Hypermethylated"
"chr1",1757001,1757500,500,"*","1",21,7,0,5.52800989357782,0.305604413450195,0.000489338337760718,0.0281127206952951,46.1420403141692,"Promoter (<=1kb)",1,1754061,1757268,3208,2,"65220","ENST00000469045.5",0,"ENSG00000008130","NADK","NAD kinase","TES_vs_GFP","Hypermethylated"
"chr1",1764501,1765000,500,"*","1",13,6.5,0,5.4234680628946,0.23791085666537,0.000978324053118296,0.0375689514448215,42.9167244229497,"Intron (ENST00000341426.9/65220, intron 2 of 11)",1,1752471,1758575,6105,2,"65220","ENST00000342348.9",-5926,"ENSG00000008130","NADK","NAD kinase","TES_vs_GFP","Hypermethylated"
"chr1",1789001,1789500,500,"*","1",18,17.5,1,3.3031762400232,1.32754556368798,1.96670951216028e-05,0.00958240475830527,9.87086311218092,"Promoter (<=1kb)",1,1785317,1788444,3128,2,"2782","ENST00000703698.1",-557,"ENSG00000078369","GNB1","G protein subunit beta 1","TES_vs_GFP","Hypermethylated"
"chr1",1789501,1790000,500,"*","1",10,6.5,0,5.42348725001239,0.238625089947341,0.000978324053118296,0.0375689514448215,42.9172951975757,"Promoter (1-2kb)",1,1785317,1788444,3128,2,"2782","ENST00000703698.1",-1057,"ENSG00000078369","GNB1","G protein subunit beta 1","TES_vs_GFP","Hypermethylated"
"chr1",1791001,1791500,500,"*","1",16,9,0,5.88358056434996,0.543257235331859,6.12454862800645e-05,0.0135727932641176,59.0383527765292,"Intron (ENST00000615252.5/2782, intron 5 of 8)",1,1785317,1788444,3128,2,"2782","ENST00000703698.1",-2557,"ENSG00000078369","GNB1","G protein subunit beta 1","TES_vs_GFP","Hypermethylated"
"chr1",1824501,1825000,500,"*","1",9,7,0,5.52799070756349,0.30489222672951,0.000978324053118296,0.0375689514448215,46.1414266876333,"Exon (ENST00000607589.1/ENST00000607589.1, exon 1 of 1)",1,1789061,1818386,29326,2,"2782","ENST00000471354.1",-6115,"ENSG00000078369","GNB1","G protein subunit beta 1","TES_vs_GFP","Hypermethylated"
"chr1",1830501,1831000,500,"*","1",9,11.5,0.5,3.58417604214543,0.842368648791134,0.000222251852757869,0.0217239916706777,11.9934602041537,"Intron (ENST00000615252.5/2782, intron 1 of 8)",1,1804526,1832285,27760,2,"2782","ENST00000437146.1",1285,"ENSG00000078369","GNB1","G protein subunit beta 1","TES_vs_GFP","Hypermethylated"
"chr1",1840501,1841000,500,"*","1",6,8,0,5.71674327807608,0.430157080807857,0.000244765370137364,0.0217239916706777,52.5909727968451,"Promoter (1-2kb)",1,1785285,1839238,53954,2,"2782","ENST00000615252.5",-1263,"ENSG00000078369","GNB1","G protein subunit beta 1","TES_vs_GFP","Hypermethylated"
"chr1",1841001,1841500,500,"*","1",10,14,0,6.51234278714247,1.009412503446,3.03495910293324e-06,0.00332277228902671,91.2873333823413,"Promoter (1-2kb)",1,1785285,1839238,53954,2,"2782","ENST00000615252.5",-1763,"ENSG00000078369","GNB1","G protein subunit beta 1","TES_vs_GFP","Hypermethylated"
"chr1",1843501,1844000,500,"*","1",13,7,0,5.52799070756349,0.30489222672951,0.000978324053118296,0.0375689514448215,46.1414266876333,"Intron (ENST00000610897.4/2782, intron 1 of 10)",1,1785285,1839238,53954,2,"2782","ENST00000615252.5",-4263,"ENSG00000078369","GNB1","G protein subunit beta 1","TES_vs_GFP","Hypermethylated"
