"seqnames","start","end","width","strand","chr","CpG_count","mean_group1","mean_group2","logFC","logCPM","PValue","FDR","fold_change","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","contrast","direction"
"chr1",2594001,2594500,500,"*","1",19,7,0,5.52797152180383,0.304180348499443,0.000978324053118296,0.0375689514448215,46.1408130774029,"Promoter (<=1kb)",1,2592655,2594073,1419,2,"79258","ENST00000469962.1",0,"ENSG00000142606","MMEL1","membrane metalloendopeptidase like 1","TES_vs_GFP","Hypermethylated"
"chr1",2630501,2631000,500,"*","1",31,23.5,0.5,4.60527243029054,1.63628804459124,1.09082798691187e-08,0.000107201417912306,24.3402558928024,"Promoter (1-2kb)",1,2590926,2629494,38569,2,"79258","ENST00000504800.5",-1007,"ENSG00000142606","MMEL1","membrane metalloendopeptidase like 1","TES_vs_GFP","Hypermethylated"
"chr1",3128001,3128500,500,"*","1",17,10,0.5,3.38573120055037,0.702832497237751,0.00134650889238375,0.0468148723918073,10.4521744258629,"Promoter (<=1kb)",1,3127975,3128035,61,1,"100422968","ENST00000635819.1",26,"ENSG00000283572","MIR4251","microRNA 4251","TES_vs_GFP","Hypermethylated"
"chr1",3423501,3424000,500,"*","1",18,7,0,5.54190095682716,0.30702971327384,0.000961251443093408,0.0375689514448215,46.5884670902193,"Promoter (<=1kb)",1,3424919,3434095,9177,1,"63976","ENST00000378389.5",-919,"ENSG00000142611","PRDM16","PR/SET domain 16","TES_vs_GFP","Hypermethylated"
"chr1",3470001,3470500,500,"*","1",11,7.5,0,5.61314567847291,0.366760985598728,0.00088424761163951,0.0375689514448215,48.9469031356925,"Promoter (1-2kb)",1,3471607,3474457,2851,1,"27237","ENST00000464620.1",-1107,"ENSG00000130762","ARHGEF16","Rho guanine nucleotide exchange factor 16","TES_vs_GFP","Hypermethylated"
"chr1",3470501,3471000,500,"*","1",15,13.5,0,6.45965595080214,0.966839986507062,6.49943607182485e-06,0.00502254884049846,88.0136846421868,"Promoter (<=1kb)",1,3471607,3474457,2851,1,"27237","ENST00000464620.1",-607,"ENSG00000130762","ARHGEF16","Rho guanine nucleotide exchange factor 16","TES_vs_GFP","Hypermethylated"
"chr1",3635001,3635500,500,"*","1",19,7.5,0,5.62545099466521,0.368889611069903,0.000489338337760718,0.0281127206952951,49.3661761483124,"Promoter (<=1kb)",1,3633310,3635450,2141,2,"49856","ENST00000469643.1",0,"ENSG00000116213","WRAP73","WD repeat containing, antisense to TP73","TES_vs_GFP","Hypermethylated"
"chr1",3636501,3637000,500,"*","1",15,11.5,0,6.23020465888422,0.793604332465216,4.88959971528908e-05,0.0135727932641176,75.0720856261225,"Promoter (<=1kb)",1,3632766,3637057,4292,2,"49856","ENST00000497940.5",57,"ENSG00000116213","WRAP73","WD repeat containing, antisense to TP73","TES_vs_GFP","Hypermethylated"
"chr1",3654501,3655000,500,"*","1",13,8.5,0,5.80702413526997,0.489623692267094,0.000166935448264596,0.0193836620587089,55.9871615718428,"Promoter (1-2kb)",1,3635014,3652761,17748,2,"49856","ENST00000465916.5",-1740,"ENSG00000116213","WRAP73","WD repeat containing, antisense to TP73","TES_vs_GFP","Hypermethylated"
"chr1",3742501,3743000,500,"*","1",12,11,0,6.16862210026361,0.747113095979326,7.6636617514305e-05,0.0141666089873896,71.9350059884808,"Promoter (<=1kb)",1,3738075,3742858,4784,2,"57212","ENST00000587071.5",0,"ENSG00000293478","GFOD3P","Gfo/Idh/MocA-like oxidoreductase domain containing 3, pseudogene","TES_vs_GFP","Hypermethylated"
"chr1",3744001,3744500,500,"*","1",21,12.5,1,2.82078342581555,0.969529377114615,0.000616917324637427,0.0334826741230161,7.06545968107677,"Promoter (<=1kb)",1,3738447,3743370,4924,2,"57212","ENST00000608600.1",-631,"ENSG00000293478","GFOD3P","Gfo/Idh/MocA-like oxidoreductase domain containing 3, pseudogene","TES_vs_GFP","Hypermethylated"
"chr1",3817001,3817500,500,"*","1",15,9.5,0,5.95540755492731,0.596175940457646,8.90056892538171e-05,0.01559412835906,62.0520752431327,"Promoter (<=1kb)",1,3815239,3816458,1220,2,"9731","ENST00000484420.1",-543,"ENSG00000116198","CEP104","centrosomal protein 104","TES_vs_GFP","Hypermethylated"
"chr1",3838501,3839000,500,"*","1",9,9.5,0.5,3.31257304412651,0.651633345817575,0.00131623893545857,0.0468148723918073,9.9353655146919,"Promoter (1-2kb)",1,3816323,3837152,20830,2,"9731","ENST00000438539.6",-1349,"ENSG00000116198","CEP104","centrosomal protein 104","TES_vs_GFP","Hypermethylated"
"chr1",3865501,3866000,500,"*","1",20,8,0,5.71670491122433,0.428741730552959,0.000244765370137364,0.0217239916706777,52.5895742176791,"Promoter (1-2kb)",1,3867663,3872545,4883,1,"1677","ENST00000481945.1",-1663,"ENSG00000169598","DFFB","DNA fragmentation factor subunit beta","TES_vs_GFP","Hypermethylated"
"chr1",3867001,3867500,500,"*","1",19,14,1.5,2.44188370379065,1.12751808882252,0.000922046820253861,0.0375689514448215,5.43350712341551,"Promoter (<=1kb)",1,3867663,3872545,4883,1,"1677","ENST00000481945.1",-163,"ENSG00000169598","DFFB","DNA fragmentation factor subunit beta","TES_vs_GFP","Hypermethylated"
"chr1",3883501,3884000,500,"*","1",11,8.5,0,5.80258291143102,0.488211762484959,0.000122434812863589,0.0161166266587933,55.8150744883507,"Promoter (<=1kb)",1,3883507,3885429,1923,1,"1677","ENST00000461150.1",0,"ENSG00000169598","DFFB","DNA fragmentation factor subunit beta","TES_vs_GFP","Hypermethylated"
"chr1",5867001,5867500,500,"*","1",18,9,0,5.87117295559109,0.541851658915973,0.000257082551677175,0.0221995249485186,58.5327824327691,"Promoter (<=1kb)",1,5862811,5867652,4842,2,"261734","ENST00000460696.1",152,"ENSG00000131697","NPHP4","nephrocystin 4","TES_vs_GFP","Hypermethylated"
"chr1",5867501,5868000,500,"*","1",16,10,0.5,3.38540600583265,0.70143027430519,0.00131623893545857,0.0468148723918073,10.449818689713,"Promoter (<=1kb)",1,5862811,5867652,4842,2,"261734","ENST00000460696.1",0,"ENSG00000131697","NPHP4","nephrocystin 4","TES_vs_GFP","Hypermethylated"
"chr1",5873501,5874000,500,"*","1",9,7,0,5.52817046536239,0.30631690888951,0.000493931493170015,0.0281127206952951,46.1471762035143,"Promoter (<=1kb)",1,5867082,5873841,6760,2,"261734","ENST00000468253.1",0,"ENSG00000131697","NPHP4","nephrocystin 4","TES_vs_GFP","Hypermethylated"
"chr1",5874001,5874500,500,"*","1",10,9,0,5.8836189262807,0.54466398704491,6.12454862800645e-05,0.0135727932641176,59.0399226546032,"Promoter (<=1kb)",1,5867082,5873841,6760,2,"261734","ENST00000468253.1",-160,"ENSG00000131697","NPHP4","nephrocystin 4","TES_vs_GFP","Hypermethylated"
"chr1",5882001,5882500,500,"*","1",26,7,0,5.52799070756349,0.30489222672951,0.000978324053118296,0.0375689514448215,46.1414266876333,"Promoter (<=1kb)",1,5876879,5882849,5971,2,"261734","ENST00000470763.1",349,"ENSG00000131697","NPHP4","nephrocystin 4","TES_vs_GFP","Hypermethylated"
"chr1",5882501,5883000,500,"*","1",17,12,0.5,3.64619963392825,0.887324536958214,0.000144332855656694,0.0177288155785391,12.5203208960207,"Promoter (<=1kb)",1,5876879,5882849,5971,2,"261734","ENST00000470763.1",0,"ENSG00000131697","NPHP4","nephrocystin 4","TES_vs_GFP","Hypermethylated"
"chr1",5883001,5883500,500,"*","1",21,10.5,0,6.10252873450633,0.701113070929867,0.000145533241917837,0.0177288155785391,68.7138367062837,"Promoter (<=1kb)",1,5876879,5882849,5971,2,"261734","ENST00000470763.1",-152,"ENSG00000131697","NPHP4","nephrocystin 4","TES_vs_GFP","Hypermethylated"
"chr1",6035501,6036000,500,"*","1",14,6.5,0,5.42350643738492,0.239339635581939,0.000978324053118296,0.0375689514448215,42.9178659873708,"Promoter (<=1kb)",1,6035917,6041762,5846,1,"8514","ENST00000459822.1",0,"ENSG00000069424","KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2","TES_vs_GFP","Hypermethylated"
"chr1",6045001,6045500,500,"*","1",12,13.5,0.5,3.81262067578248,1.00904771141521,3.61079337095581e-05,0.0130068934895622,14.0511925609864,"Promoter (<=1kb)",1,6045888,6101180,55293,1,"8514","ENST00000378083.8",-388,"ENSG00000069424","KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2","TES_vs_GFP","Hypermethylated"
"chr1",6072001,6072500,500,"*","1",13,8,0,5.71672409452293,0.429449255101963,0.000244765370137364,0.0217239916706777,52.5902734979735,"Promoter (<=1kb)",1,6073415,6087511,14097,1,"8514","ENST00000663671.1",-915,"ENSG00000069424","KCNAB2","potassium voltage-gated channel subfamily A regulatory beta subunit 2","TES_vs_GFP","Hypermethylated"
"chr1",6128001,6128500,500,"*","1",23,8.5,0,5.77963876235288,0.485391473302884,0.000737293539260504,0.0369367934192102,54.9344311305311,"Promoter (<=1kb)",1,6125534,6128542,3009,2,"26038","ENST00000491020.1",42,"ENSG00000116254","CHD5","chromodomain helicase DNA binding protein 5","TES_vs_GFP","Hypermethylated"
"chr1",6205001,6205500,500,"*","1",21,7,0,5.52797152180383,0.304180348499443,0.000978324053118296,0.0375689514448215,46.1408130774029,"Promoter (<=1kb)",1,6205475,6208307,2833,1,"388591","ENST00000466994.5",0,"ENSG00000158286","RNF207","ring finger protein 207","TES_vs_GFP","Hypermethylated"
"chr1",6237001,6237500,500,"*","1",11,8,0,5.71674327807608,0.430157080807857,0.000244765370137364,0.0217239916706777,52.5909727968451,"Promoter (<=1kb)",1,6237771,6239444,1674,1,"148645","ENST00000429480.2",-271,NA,"ICMT-DT","ICMT divergent transcript","TES_vs_GFP","Hypermethylated"
"chr1",6237501,6238000,500,"*","1",15,8.5,0,5.80256372923548,0.487506244203019,0.000122434812863589,0.0161166266587933,55.8143323713231,"Promoter (<=1kb)",1,6237771,6239444,1674,1,"148645","ENST00000429480.2",0,NA,"ICMT-DT","ICMT divergent transcript","TES_vs_GFP","Hypermethylated"
"chr1",6460501,6461000,500,"*","1",30,9,0,5.88222609317329,0.542554300312352,6.88973885974341e-05,0.0137575259285099,58.9829507554526,"Promoter (<=1kb)",1,6460508,6461367,860,1,"83715","ENST00000468561.2",0,"ENSG00000187017","ESPN","espin","TES_vs_GFP","Hypermethylated"
"chr1",6477501,6478000,500,"*","1",20,8,0,5.71670491122433,0.428741730552959,0.000244765370137364,0.0217239916706777,52.5895742176791,"Promoter (<=1kb)",1,6467122,6477588,10467,2,"57449","ENST00000489097.6",0,"ENSG00000171680","PLEKHG5","pleckstrin homology and RhoGEF domain containing G5","TES_vs_GFP","Hypermethylated"
"chr1",6478001,6478500,500,"*","1",15,17,0.5,4.14194048074318,1.26387528761074,8.96710755458938e-07,0.00154112787687165,17.6542114904704,"Promoter (<=1kb)",1,6467270,6477658,10389,2,"57449","ENST00000675123.1",-343,"ENSG00000171680","PLEKHG5","pleckstrin homology and RhoGEF domain containing G5","TES_vs_GFP","Hypermethylated"
"chr1",6478501,6479000,500,"*","1",14,16,0.5,4.06222270446913,1.19742320543809,8.65607548807827e-06,0.00626755523960233,16.7051693661825,"Promoter (<=1kb)",1,6467270,6477658,10389,2,"57449","ENST00000675123.1",-843,"ENSG00000171680","PLEKHG5","pleckstrin homology and RhoGEF domain containing G5","TES_vs_GFP","Hypermethylated"
"chr1",6583501,6584000,500,"*","1",11,7,0,5.52800989357782,0.305604413450195,0.000489338337760718,0.0281127206952951,46.1420403141692,"Promoter (1-2kb)",1,6585302,6589280,3979,1,"3104","ENST00000482360.5",-1302,"ENSG00000204859","ZBTB48","zinc finger and BTB domain containing 48","TES_vs_GFP","Hypermethylated"
"chr1",6604501,6605000,500,"*","1",14,10.5,0.5,3.4585274643616,0.751602189114661,0.00096792159925379,0.0375689514448215,10.9931083279154,"Promoter (1-2kb)",1,6590724,6603001,12278,2,"9903","ENST00000377663.3",-1500,"ENSG00000162413","KLHL21","kelch like family member 21","TES_vs_GFP","Hypermethylated"
"chr1",6628001,6628500,500,"*","1",13,6.5,0,5.42350643738492,0.239339635581939,0.000978324053118296,0.0375689514448215,42.9178659873708,"Promoter (<=1kb)",1,6628395,6630326,1932,1,"90326","ENST00000480647.1",0,"ENSG00000041988","THAP3","THAP domain containing 3","TES_vs_GFP","Hypermethylated"
"chr1",6668001,6668500,500,"*","1",12,11,0.5,3.51521194633878,0.794620165525708,0.00062910667402049,0.0339094381660134,11.4336327096145,"Promoter (<=1kb)",1,6652914,6668210,15297,2,"55735","ENST00000469318.5",0,"ENSG00000007923","DNAJC11","DnaJ heat shock protein family (Hsp40) member C11","TES_vs_GFP","Hypermethylated"
"chr1",6682501,6683000,500,"*","1",9,7,0,5.52800989357782,0.305604413450195,0.000489338337760718,0.0281127206952951,46.1420403141692,"Promoter (1-2kb)",1,6634168,6681037,46870,2,"55735","ENST00000451196.5",-1464,"ENSG00000007923","DNAJC11","DnaJ heat shock protein family (Hsp40) member C11","TES_vs_GFP","Hypermethylated"
"chr1",8199501,8200000,500,"*","1",10,10,0.5,3.38538655328875,0.700739250563397,0.00131623893545857,0.0468148723918073,10.4496777907838,"Promoter (1-2kb)",1,8201518,8215207,13690,1,"102724539","ENST00000670361.1",-1518,"ENSG00000227634","LINC01714","long intergenic non-protein coding RNA 1714","TES_vs_GFP","Hypermethylated"
"chr1",8329501,8330000,500,"*","1",16,7.5,0,5.62545099466521,0.368889611069903,0.000489338337760718,0.0281127206952951,49.3661761483124,"Promoter (<=1kb)",1,8330138,8344157,14020,1,"50651","ENST00000497660.5",-138,"ENSG00000162426","SLC45A1","solute carrier family 45 member 1","TES_vs_GFP","Hypermethylated"
"chr1",8330001,8330500,500,"*","1",28,10.5,0.5,3.45471811649943,0.748819579836209,0.000731154549347838,0.0368089479892141,10.96411998673,"Promoter (<=1kb)",1,8330138,8344157,14020,1,"50651","ENST00000497660.5",0,"ENSG00000162426","SLC45A1","solute carrier family 45 member 1","TES_vs_GFP","Hypermethylated"
"chr1",8871001,8871500,500,"*","1",10,15.5,2,2.19064376118043,1.265522794095,0.00147313006984037,0.0498917526595254,4.56509144985604,"Promoter (<=1kb)",1,8861002,8871576,10575,2,"2023","ENST00000464920.2",76,"ENSG00000074800","ENO1","enolase 1","TES_vs_GFP","Hypermethylated"
"chr1",9151001,9151500,500,"*","1",15,16,1,3.17454795223369,1.22902396677585,6.59051393613002e-05,0.0137575259285099,9.02888572353947,"Promoter (<=1kb)",1,9151668,9151777,110,2,"407040","ENST00000385130.1",277,"ENSG00000284357","MIR34A","microRNA 34a","TES_vs_GFP","Hypermethylated"
"chr1",9152501,9153000,500,"*","1",12,12.5,0.5,3.67599451121298,0.924768263564364,0.000763530175710749,0.0375689514448215,12.7815820350889,"Promoter (<=1kb)",1,9151668,9151777,110,2,"407040","ENST00000385130.1",-724,"ENSG00000284357","MIR34A","microRNA 34a","TES_vs_GFP","Hypermethylated"
"chr1",9183501,9184000,500,"*","1",24,7.5,0,5.6254126256071,0.367470222881352,0.000489338337760718,0.0281127206952951,49.3648632523501,"Promoter (1-2kb)",1,9148011,9182392,34382,2,"106614088","ENST00000635687.1",-1109,"ENSG00000228526","MIR34AHG","MIR34A host gene","TES_vs_GFP","Hypermethylated"
